CustomerID,Name,Email,Gender,Age,City,MaritalStatus,NumChildren,JoinDate,Recency,Monetary,Frequency,R_Score,F_Score,M_Score,RFM_Score,Segment,Age_Group
CUST10346,Divit Kaur,balakrishnanpurab@gmail.com,Not Disclosed,74,Lucknow,Single,1,2021-04-23,28,16081.25,15,3,1,1,311,Others,60+
CUST10347,Seher Rege,kimaya71@yogi-dutta.biz,Male,47,Mumbai,Married,3,2022-10-29,3,27264.44,27,1,4,4,144,At Risk,45-60
CUST10348,Riaan Barman,wmand@kale-savant.biz,Female,48,Mumbai,Single,4,2024-07-22,6,21882.21,23,1,3,3,133,At Risk,45-60
CUST10349,Kabir Borra,sumer61@rajagopalan.org,Not Disclosed,43,Delhi,Widowed,2,2023-01-27,187,19554.46,17,5,1,2,512,Others,30-45
CUST10350,Hunar Singhal,anvisarraf@gola.net,Not Disclosed,59,Ahmedabad,Widowed,0,2024-05-31,3,12931.73,13,1,1,1,111,Lost,45-60
CUST10351,Trisha Chaudry,siyabiswas@hotmail.com,Female,48,Mumbai,Widowed,0,2024-06-14,28,24787.75,25,3,4,4,344,Loyal Customers,45-60
CUST10352,Ayesha Gill,aroratushar@brahmbhatt.biz,Female,55,Chennai,Married,1,2022-04-11,96,32522.82,31,5,5,5,555,Champions,45-60
CUST10353,Aaryahi Raju,vyogi@gmail.com,Not Disclosed,72,Ahmedabad,Single,3,2022-06-18,53,31410.55,23,4,3,5,435,Loyal Customers,60+
CUST10354,Urvi Boase,divijagrawal@gmail.com,Female,44,Kolkata,Single,1,2023-02-03,33,24639.65,23,3,3,4,334,Loyal Customers,30-45
CUST10355,Ranbir Chatterjee,isaxena@hotmail.com,Male,20,Lucknow,Single,0,2020-09-04,77,26167.15,28,4,5,4,454,Champions,<30
CUST10356,Ivana Handa,pkata@seth.com,Female,39,Chennai,Single,2,2021-09-23,14,18417.12,22,2,2,2,222,New Customers,30-45
CUST10357,Mohanlal Sastry,dhillonshray@hotmail.com,Not Disclosed,22,Pune,Single,2,2021-02-22,45,26103.07,25,4,4,4,444,Champions,<30
CUST10358,Rania Rao,keya08@yahoo.com,Female,39,Jaipur,Single,3,2024-04-01,50,24876.32,25,4,4,4,444,Champions,30-45
CUST10359,Rania Sibal,rvarma@sachdev.biz,Female,41,Hyderabad,Married,3,2024-06-26,20,17738.94,20,2,2,1,221,New Customers,30-45
CUST10360,Jivika Wadhwa,somanivana@jayaraman.com,Male,55,Delhi,Widowed,1,2023-09-14,35,23409.420000000002,23,3,3,3,333,Loyal Customers,45-60
CUST10361,Hridaan Swamy,ptata@gmail.com,Not Disclosed,44,Chennai,Divorced,3,2022-04-18,95,28268.23,28,5,5,5,555,Champions,30-45
CUST10362,Samaira Din,soodvihaan@hotmail.com,Not Disclosed,41,Mumbai,Single,2,2023-12-05,48,26819.54,22,4,2,4,424,Potential Loyalists,30-45
CUST10363,Hunar Edwin,khegde@yogi.net,Male,70,Ahmedabad,Widowed,1,2024-07-28,44,17746.75,16,4,1,1,411,Others,60+
CUST10364,Lavanya Raja,vihaan70@hotmail.com,Not Disclosed,68,Lucknow,Single,0,2024-05-18,8,18791.39,21,1,2,2,122,Lost,60+
CUST10365,Indranil Upadhyay,hdevan@yahoo.com,Male,75,Ahmedabad,Widowed,0,2023-09-20,6,28124.5,26,1,4,5,145,At Risk,60+
CUST10366,Oorja Sunder,dborra@srinivas.com,Female,53,Ahmedabad,Married,0,2020-08-11,36,20667.09,27,3,4,2,342,Others,45-60
CUST10367,Emir Tandon,mannnirvi@bains.biz,Female,64,Pune,Single,2,2021-07-13,71,29118.91,22,4,2,5,425,Potential Loyalists,60+
CUST10368,Farhan Bakshi,indranilloyal@hotmail.com,Female,68,Hyderabad,Single,1,2021-03-13,55,24060.63,24,4,3,3,433,Loyal Customers,60+
CUST10369,Sumer Thakkar,shaanlanka@gmail.com,Female,36,Jaipur,Married,0,2022-08-28,71,20250.28,22,4,2,2,422,Potential Loyalists,30-45
CUST10370,Abram Swamy,kardhruv@gmail.com,Female,69,Mumbai,Single,4,2024-07-13,10,20439.829999999998,26,1,4,2,142,At Risk,60+
CUST10371,Seher Dey,amira61@hotmail.com,Female,65,Bangalore,Single,2,2024-04-12,6,23626.18,28,1,5,3,153,At Risk,60+
CUST10372,Nayantara Salvi,goswamirhea@batta-kale.com,Not Disclosed,60,Jaipur,Widowed,0,2021-07-11,125,23762.14,23,5,3,3,533,Loyal Customers,45-60
CUST10373,Umang Date,miraya28@rana.com,Male,32,Delhi,Married,4,2021-09-28,66,35231.82,33,4,5,5,455,Champions,30-45
CUST10374,Taimur Rege,vsami@yogi-ratta.info,Not Disclosed,25,Ahmedabad,Widowed,0,2023-08-02,23,24714.77,20,2,2,4,224,Others,<30
CUST10375,Baiju Lalla,kiaan33@hotmail.com,Male,41,Pune,Divorced,3,2021-01-18,104,24832.72,23,5,3,4,534,Loyal Customers,30-45
CUST10376,Shray Dave,gsom@kala.com,Not Disclosed,64,Chennai,Married,3,2021-08-09,174,27013.37,25,5,4,4,544,Champions,60+
CUST10377,Divyansh Choudhary,jjain@sama.net,Not Disclosed,18,Mumbai,Widowed,0,2022-10-09,28,23338.16,24,3,3,3,333,Loyal Customers,<30
CUST10378,Ishaan Chokshi,renee55@hotmail.com,Female,75,Jaipur,Single,0,2023-05-30,14,16664.32,22,2,2,1,221,New Customers,60+
CUST10379,Aniruddh Choudhry,xyohannan@hotmail.com,Male,51,Bangalore,Single,3,2021-08-24,19,20526.54,18,2,1,2,212,New Customers,45-60
CUST10380,Shlok Anand,pranayrout@bansal.com,Male,31,Pune,Divorced,0,2022-11-08,117,32543.13,31,5,5,5,555,Champions,30-45
CUST10381,Suhana Talwar,agatevihaan@mangat-gala.biz,Not Disclosed,41,Chennai,Widowed,3,2023-07-03,5,27119.18,29,1,5,4,154,At Risk,30-45
CUST10382,Yuvaan Shroff,mannat16@gmail.com,Male,30,Lucknow,Married,0,2022-01-12,112,22476.77,19,5,1,3,513,Others,<30
CUST10383,Shray Som,berakimaya@hotmail.com,Not Disclosed,37,Lucknow,Widowed,2,2023-03-07,33,23207.57,31,3,5,3,353,Loyal Customers,30-45
CUST10384,Misha Shroff,svala@iyengar-rastogi.com,Female,19,Pune,Single,3,2020-10-20,14,27666.87,21,2,2,4,224,Others,<30
CUST10385,Indrans Setty,zsampath@bawa-jayaraman.com,Not Disclosed,58,Lucknow,Widowed,2,2020-11-11,99,22158.34,27,5,4,3,543,Loyal Customers,45-60
CUST10386,Madhav Sagar,vasarohan@yahoo.com,Not Disclosed,39,Chennai,Single,2,2024-05-28,1,27051.63,30,1,5,4,154,At Risk,30-45
CUST10387,Ojas Tata,bbhavsar@yahoo.com,Male,62,Jaipur,Widowed,4,2023-12-05,6,26692.97,23,1,3,4,134,At Risk,60+
CUST10388,Lakshay Dewan,damini94@doctor-deo.com,Not Disclosed,54,Jaipur,Widowed,1,2022-10-16,22,32326.49,28,2,5,5,255,At Risk,45-60
CUST10389,Yasmin Wason,pranayhari@hotmail.com,Not Disclosed,54,Pune,Widowed,0,2021-10-22,179,24616.37,28,5,5,4,554,Champions,45-60
CUST10390,Saira Chad,batrakeya@gmail.com,Female,61,Jaipur,Divorced,1,2022-06-15,82,16754.84,22,5,2,1,521,Others,60+
CUST10391,Baiju Lal,johalyashvi@gmail.com,Female,56,Jaipur,Divorced,0,2024-07-13,45,18750.09,18,4,1,2,412,Others,45-60
CUST10392,Hansh Ahluwalia,mishagoel@hotmail.com,Male,56,Mumbai,Widowed,1,2023-03-15,12,24657.03,26,2,4,4,244,At Risk,45-60
CUST10393,Elakshi Barman,advik70@walla.com,Female,32,Jaipur,Widowed,0,2022-06-04,5,24115.670000000002,26,1,4,3,143,At Risk,30-45
CUST10394,Vritika Kala,azadbahl@yahoo.com,Female,39,Bangalore,Widowed,3,2023-12-30,34,26865.66,28,3,5,4,354,Loyal Customers,30-45
CUST10395,Vaibhav Dhawan,contractorshamik@yahoo.com,Male,59,Delhi,Divorced,3,2022-03-27,53,28101.46,27,4,4,5,445,Champions,45-60
CUST10396,Kismat Chaudry,yashvi62@kuruvilla.com,Male,34,Jaipur,Single,1,2023-01-28,50,14578.1,14,4,1,1,411,Others,30-45
CUST10397,Parinaaz Hora,vanya04@de.com,Male,38,Chennai,Divorced,1,2023-12-27,83,26216.31,26,5,4,4,544,Champions,30-45
CUST10398,Tanya Kapur,divyansh40@yahoo.com,Male,31,Delhi,Divorced,0,2023-03-17,4,29351.969999999998,31,1,5,5,155,At Risk,30-45
CUST10399,Ira Chawla,samrayakshit@ahluwalia.com,Not Disclosed,22,Bangalore,Divorced,4,2021-04-27,144,15190.41,23,5,3,1,531,Others,<30
CUST10400,Shlok Bava,kismatsarin@gmail.com,Not Disclosed,39,Hyderabad,Single,4,2020-08-02,84,20398.02,24,5,3,2,532,Potential Loyalists,30-45
CUST10401,Vanya Sarna,choudharyyuvaan@hotmail.com,Not Disclosed,62,Bangalore,Divorced,1,2020-11-18,51,24080.4,22,4,2,3,423,Potential Loyalists,60+
CUST10402,Eva Johal,shankarvanya@sachdeva-johal.com,Female,44,Jaipur,Widowed,2,2020-08-25,187,26339.09,27,5,4,4,544,Champions,30-45
CUST10403,Divij Ramesh,nitya43@hotmail.com,Male,30,Kolkata,Married,2,2021-04-02,39,23504.260000000002,20,3,2,3,323,Others,<30
CUST10404,Vidur Dasgupta,riya24@yahoo.com,Not Disclosed,33,Hyderabad,Married,2,2023-02-09,18,31433.0,35,2,5,5,255,At Risk,30-45
CUST10405,Damini Rege,heersahota@ben.com,Female,31,Lucknow,Married,2,2023-01-13,43,27028.29,24,4,3,4,434,Loyal Customers,30-45
CUST10406,Madhup Bumb,vidurdeep@cherian-ravi.com,Female,65,Chennai,Single,2,2021-04-17,97,21082.18,23,5,3,2,532,Potential Loyalists,60+
CUST10407,Tiya Babu,tkamdar@jain-sood.com,Not Disclosed,37,Pune,Widowed,0,2022-03-04,34,25355.18,20,3,2,4,324,Big Spenders,30-45
CUST10408,Reyansh Dey,jranganathan@hotmail.com,Male,19,Chennai,Widowed,1,2023-03-15,12,22734.39,26,2,4,3,243,At Risk,<30
CUST10409,Vidur Balasubramanian,dhanuk73@venkatesh-dube.com,Not Disclosed,49,Chennai,Single,1,2022-02-02,29,17380.76,16,3,1,1,311,Others,45-60
CUST10410,Aarush Thakkar,btandon@yahoo.com,Female,69,Jaipur,Divorced,1,2021-09-19,205,15991.630000000001,18,5,1,1,511,Others,60+
CUST10411,Mahika Sem,seherkalita@yahoo.com,Female,66,Delhi,Widowed,0,2023-10-13,43,27754.78,23,4,3,4,434,Loyal Customers,60+
CUST10412,Dhanush Seth,tejas96@halder.biz,Male,73,Lucknow,Divorced,1,2021-10-21,17,19488.42,16,2,1,2,212,New Customers,60+
CUST10413,Mahika Chaudhry,prishakhare@chadha-sankar.com,Male,21,Delhi,Married,0,2020-10-17,134,37479.39,36,5,5,5,555,Champions,<30
CUST10414,Rania Ghose,xtailor@gmail.com,Male,74,Delhi,Married,0,2021-07-05,119,23287.03,21,5,2,3,523,Potential Loyalists,60+
CUST10415,Jivika Chanda,pihudash@bhasin.net,Male,45,Mumbai,Single,0,2022-03-08,11,18333.37,23,1,3,2,132,At Risk,30-45
CUST10416,Umang Dhar,dugalnirvi@borah.com,Male,52,Chennai,Divorced,2,2020-08-18,8,28346.89,35,1,5,5,155,At Risk,45-60
CUST10417,Priyansh Singhal,yohannankartik@ramachandran.com,Not Disclosed,18,Jaipur,Married,1,2023-01-30,20,20034.13,18,2,1,2,212,New Customers,<30
CUST10418,Hrishita Vala,lavanyabalay@yahoo.com,Female,36,Lucknow,Divorced,3,2023-11-25,117,17236.89,17,5,1,1,511,Others,30-45
CUST10419,Devansh Sanghvi,kanavramaswamy@sarma.com,Male,31,Kolkata,Single,0,2021-08-10,51,20050.72,17,4,1,2,412,Others,30-45
CUST10420,Dhanush Gokhale,nirvimander@yahoo.com,Not Disclosed,62,Pune,Single,1,2020-11-07,30,23912.59,26,3,4,3,343,Loyal Customers,60+
CUST10421,Gokul Malhotra,bshanker@choudhury-kapadia.net,Female,25,Mumbai,Married,1,2022-06-02,3,24908.09,21,1,2,4,124,Lost,<30
CUST10422,Oorja Mander,sinhabadal@venkataraman-ranganathan.info,Male,66,Bangalore,Married,0,2022-03-29,9,23196.78,24,1,3,3,133,At Risk,60+
CUST10423,Kaira Grover,amirachaudhry@hotmail.com,Female,75,Delhi,Single,2,2021-04-05,44,25191.12,22,4,2,4,424,Potential Loyalists,60+
CUST10424,Kismat Chawla,raunakbera@basu.biz,Not Disclosed,27,Delhi,Widowed,0,2022-08-09,19,19527.69,17,2,1,2,212,New Customers,<30
CUST10425,Oorja Toor,dsekhon@yahoo.com,Male,65,Ahmedabad,Divorced,0,2022-10-02,60,19349.67,16,4,1,2,412,Others,60+
CUST10426,Sahil Shenoy,aaryahiahuja@yahoo.com,Male,46,Hyderabad,Married,2,2021-06-10,43,25563.51,29,4,5,4,454,Champions,45-60
CUST10427,Nirvaan Sabharwal,dishanibal@halder.com,Male,21,Hyderabad,Single,2,2021-12-16,96,24153.420000000002,22,5,2,3,523,Potential Loyalists,<30
CUST10428,Aradhya Gour,roykimaya@hotmail.com,Male,23,Hyderabad,Divorced,2,2022-10-06,114,20971.62,17,5,1,2,512,Others,<30
CUST10429,Miraan Lad,upadhyayneysa@sabharwal.com,Not Disclosed,45,Hyderabad,Single,2,2022-06-06,16,28064.88,24,2,3,5,235,At Risk,30-45
CUST10430,Advika Trivedi,jbora@krishnan-halder.com,Male,38,Chennai,Divorced,1,2024-03-05,22,29706.95,27,2,4,5,245,At Risk,30-45
CUST10431,Devansh Sarin,ngoswami@gmail.com,Not Disclosed,73,Lucknow,Widowed,3,2022-10-03,55,26226.870000000003,25,4,4,4,444,Champions,60+
CUST10432,Madhup Khosla,miraanchaudhari@sama.com,Female,23,Kolkata,Married,2,2022-10-30,1,18556.52,15,1,1,2,112,Lost,<30
CUST10433,Zaina Som,raunakbhatia@ahluwalia.org,Female,74,Chennai,Married,2,2024-07-11,11,23058.28,30,1,5,3,153,At Risk,60+
CUST10434,Yashvi Lalla,fmadan@sen-boase.net,Male,33,Delhi,Widowed,3,2021-11-30,9,25160.510000000002,24,1,3,4,134,At Risk,30-45
CUST10435,Samar Sama,mshenoy@yahoo.com,Not Disclosed,37,Chennai,Divorced,1,2020-10-04,46,16235.18,18,4,1,1,411,Others,30-45
CUST10436,Vihaan Goswami,lakshit95@tiwari-rattan.com,Female,40,Chennai,Widowed,4,2022-07-19,82,32200.6,25,5,4,5,545,Champions,30-45
CUST10437,Yashvi Upadhyay,rati24@hotmail.com,Not Disclosed,19,Chennai,Married,1,2020-12-23,25,25631.36,24,3,3,4,334,Loyal Customers,<30
CUST10438,Shanaya Gala,arnavbal@gmail.com,Female,54,Bangalore,Married,0,2024-07-24,24,32246.83,33,2,5,5,255,At Risk,45-60
CUST10439,Kismat Kashyap,deolyasmin@hotmail.com,Not Disclosed,58,Bangalore,Married,0,2023-08-01,16,29537.18,31,2,5,5,255,At Risk,45-60
CUST10440,Chirag Sekhon,bhattacharyyasuhana@ghose-deshmukh.info,Not Disclosed,34,Hyderabad,Divorced,2,2022-10-23,6,26186.9,25,1,4,4,144,At Risk,30-45
CUST10441,Faiyaz Dua,manikyalad@hotmail.com,Male,35,Pune,Divorced,0,2020-09-27,105,28492.0,26,5,4,5,545,Champions,30-45
CUST10442,Aayush Agate,wsathe@wali.com,Male,53,Chennai,Widowed,3,2022-06-06,113,21343.66,26,5,4,2,542,Potential Loyalists,45-60
CUST10443,Ivana Rout,yakshitboase@saran.com,Male,61,Chennai,Single,2,2023-02-12,39,19456.51,18,3,1,2,312,Others,60+
CUST10444,Mahika Wali,urvibadal@dewan.com,Female,52,Mumbai,Single,2,2021-02-15,32,18653.94,22,3,2,2,322,Others,45-60
CUST10445,Rati Tiwari,suramani@kalita.com,Male,59,Chennai,Divorced,1,2024-05-25,1,29240.35,23,1,3,5,135,At Risk,45-60
CUST10446,Vihaan Kala,sgill@yahoo.com,Female,72,Jaipur,Divorced,1,2023-06-27,37,21858.27,28,3,5,3,353,Loyal Customers,60+
CUST10447,Aayush Dugal,krishbiju@baral.info,Male,29,Kolkata,Single,4,2021-05-13,22,22560.22,20,2,2,3,223,Others,<30
CUST10448,Hansh Sawhney,lchoudhry@hotmail.com,Not Disclosed,63,Hyderabad,Single,0,2020-08-01,3,25991.5,28,1,5,4,154,At Risk,60+
CUST10449,Samaira Chopra,walishalv@bassi-bhat.net,Female,38,Lucknow,Widowed,0,2021-10-01,20,18602.19,23,2,3,2,232,At Risk,30-45
CUST10450,Shalv Sunder,kalekaira@yahoo.com,Male,32,Ahmedabad,Single,0,2021-07-22,11,22862.25,22,1,2,3,123,Lost,30-45
CUST10451,Jivin Ranganathan,kabir79@kari.com,Male,32,Chennai,Divorced,0,2024-05-15,27,27303.59,25,3,4,4,344,Loyal Customers,30-45
CUST10452,Nitya Ravel,vihaan59@yahoo.com,Male,22,Ahmedabad,Widowed,3,2020-11-04,41,29971.16,23,3,3,5,335,Loyal Customers,<30
CUST10453,Kanav Warrior,eshani75@hotmail.com,Female,55,Jaipur,Widowed,0,2022-05-28,30,12774.609999999999,16,3,1,1,311,Others,45-60
CUST10454,Shalv Agrawal,zain23@sastry-kumar.org,Female,30,Kolkata,Single,0,2021-01-30,141,19800.59,19,5,1,2,512,Others,<30
CUST10455,Kavya Dubey,deolnavya@bhalla.net,Male,66,Bangalore,Married,2,2020-10-08,115,18971.83,20,5,2,2,522,Potential Loyalists,60+
CUST10456,Anahita Kale,bhaminiswaminathan@krishnamurthy-dhingra.biz,Male,28,Pune,Divorced,0,2022-07-01,31,15241.98,16,3,1,1,311,Others,<30
CUST10457,Jivika Kamdar,aaryahikohli@rajagopal.com,Female,23,Lucknow,Married,2,2024-05-31,43,22527.05,23,4,3,3,433,Loyal Customers,<30
CUST10458,Biju Sastry,advikghose@dar.net,Male,23,Pune,Married,2,2022-11-02,6,21081.510000000002,25,1,4,2,142,At Risk,<30
CUST10459,Ivana Johal,aaravchoudhary@lata.com,Male,54,Mumbai,Married,1,2022-10-24,23,28834.02,28,2,5,5,255,At Risk,45-60
CUST10460,Yasmin Arora,manikya55@biswas.biz,Female,53,Mumbai,Single,3,2024-03-25,4,12543.38,15,1,1,1,111,Lost,45-60
CUST10461,Ira Balasubramanian,settymyra@yahoo.com,Female,53,Chennai,Married,1,2022-02-01,17,23804.16,24,2,3,3,233,At Risk,45-60
CUST10462,Pari Shanker,yashvi67@yahoo.com,Not Disclosed,38,Lucknow,Divorced,2,2021-11-24,110,24681.54,26,5,4,4,544,Champions,30-45
CUST10463,Keya Sankar,kaladevansh@bhatia.com,Not Disclosed,23,Pune,Divorced,1,2023-06-08,52,22830.17,27,4,4,3,443,Loyal Customers,<30
CUST10464,Devansh Cherian,ritvikdhar@yahoo.com,Male,34,Delhi,Divorced,0,2021-08-14,34,32103.72,29,3,5,5,355,Loyal Customers,30-45
CUST10465,Rasha Kashyap,shaaniruddh@gmail.com,Male,38,Hyderabad,Divorced,0,2022-07-21,84,30303.12,29,5,5,5,555,Champions,30-45
CUST10466,Lagan Sem,pchanda@hotmail.com,Female,73,Ahmedabad,Widowed,1,2021-11-08,67,17344.29,20,4,2,1,421,Others,60+
CUST10467,Uthkarsh Uppal,nishithkoshy@gmail.com,Male,36,Bangalore,Divorced,0,2024-07-02,55,19161.75,19,4,1,2,412,Others,30-45
CUST10468,Anika Koshy,rajagopalansaira@hotmail.com,Female,45,Lucknow,Married,0,2021-10-26,13,20915.600000000002,18,2,1,2,212,New Customers,30-45
CUST10469,Lakshit Sankaran,achokshi@gmail.com,Not Disclosed,64,Lucknow,Widowed,1,2023-06-04,19,21606.38,23,2,3,3,233,At Risk,60+
CUST10470,Tara Sarna,hgrover@gmail.com,Not Disclosed,34,Bangalore,Divorced,0,2023-09-04,15,34133.31,32,2,5,5,255,At Risk,30-45
CUST10471,Drishya Sawhney,manneurvi@sibal.net,Male,43,Chennai,Married,1,2023-12-23,81,18770.56,18,5,1,2,512,Others,30-45
CUST10472,Neysa Dubey,bbhavsar@hotmail.com,Female,27,Pune,Married,0,2024-05-24,34,13423.43,17,3,1,1,311,Others,<30
CUST10473,Oorja Sandal,xsawhney@gmail.com,Not Disclosed,33,Delhi,Single,0,2022-06-29,74,24677.95,26,4,4,4,444,Champions,30-45
CUST10474,Lagan Sami,rtandon@hotmail.com,Not Disclosed,48,Lucknow,Widowed,2,2023-11-03,98,24243.05,20,5,2,3,523,Potential Loyalists,45-60
CUST10475,Raunak Devi,bhaktashaan@yahoo.com,Not Disclosed,68,Bangalore,Widowed,1,2023-03-24,15,30735.6,29,2,5,5,255,At Risk,60+
CUST10476,Ela Tara,nishith22@sathe-walia.com,Female,53,Jaipur,Widowed,0,2024-06-12,2,24745.04,26,1,4,4,144,At Risk,45-60
CUST10477,Pari Kala,himmatbanik@gmail.com,Not Disclosed,41,Mumbai,Divorced,2,2022-04-29,42,38015.78,36,3,5,5,355,Loyal Customers,30-45
CUST10478,Lavanya Seth,riaanramakrishnan@yahoo.com,Female,33,Jaipur,Divorced,3,2021-04-11,28,22823.079999999998,22,3,2,3,323,Others,30-45
CUST10479,Raunak Borde,vdhaliwal@dora.net,Female,66,Chennai,Married,0,2021-09-18,17,25175.66,28,2,5,4,254,At Risk,60+
CUST10480,Divit Wason,btandon@balakrishnan.com,Female,71,Mumbai,Divorced,1,2020-11-01,52,23622.42,23,4,3,3,433,Loyal Customers,60+
CUST10481,Ryan Suresh,geraraunak@hotmail.com,Male,54,Pune,Widowed,0,2021-11-18,58,26353.94,31,4,5,4,454,Champions,45-60
CUST10482,Prerak Shere,reyanshkumer@yahoo.com,Male,74,Lucknow,Single,1,2023-03-30,11,17982.43,19,1,1,1,111,Lost,60+
CUST10483,Rasha Badami,veeredwin@thaman-suri.info,Male,50,Hyderabad,Widowed,4,2022-12-08,9,23208.07,20,1,2,3,123,Lost,45-60
CUST10484,Anay Shroff,magarnavya@hotmail.com,Male,38,Ahmedabad,Married,4,2021-04-15,274,12344.25,14,5,1,1,511,Others,30-45
CUST10485,Aaina Madan,swamymiraya@hotmail.com,Female,26,Bangalore,Divorced,0,2022-12-29,62,21361.2,20,4,2,3,423,Potential Loyalists,<30
CUST10486,Emir Bhatia,fbasu@goel.com,Not Disclosed,45,Pune,Widowed,1,2024-03-23,36,27366.989999999998,31,3,5,4,354,Loyal Customers,30-45
CUST10487,Anaya Vig,aayushbhatt@yahoo.com,Female,28,Jaipur,Divorced,1,2024-02-04,5,19988.829999999998,25,1,4,2,142,At Risk,<30
CUST10488,Adah Raval,jkara@divan.com,Male,36,Bangalore,Single,2,2022-07-30,44,23454.68,28,4,5,3,453,Loyal Customers,30-45
CUST10489,Indrans Gill,karitaran@rajagopalan.com,Female,25,Kolkata,Widowed,2,2024-05-25,12,22598.11,24,2,3,3,233,At Risk,<30
CUST10490,Lagan Ramachandran,ishaangandhi@gmail.com,Not Disclosed,65,Bangalore,Widowed,1,2023-12-23,50,20227.77,24,4,3,2,432,Potential Loyalists,60+
CUST10491,Ivana Manne,dmandal@kapadia.net,Not Disclosed,46,Chennai,Married,0,2021-06-18,109,25702.49,29,5,5,4,554,Champions,45-60
CUST10492,Zoya Chahal,chahalryan@sachdev.com,Not Disclosed,24,Delhi,Widowed,0,2023-11-06,7,12918.77,18,1,1,1,111,Lost,<30
CUST10493,Rania Dara,dharmajanzachariah@yahoo.com,Female,29,Pune,Widowed,1,2021-06-16,11,26996.29,24,1,3,4,134,At Risk,<30
CUST10494,Vihaan Ramaswamy,rkeer@yahoo.com,Not Disclosed,20,Lucknow,Married,3,2022-09-23,108,21793.38,17,5,1,3,513,Others,<30
CUST10495,Uthkarsh Badami,advikachopra@gmail.com,Not Disclosed,46,Pune,Widowed,0,2021-02-08,29,24676.8,25,3,4,4,344,Loyal Customers,45-60
CUST10496,Ahana  Ratti,rhea32@rajagopalan-soman.org,Female,67,Bangalore,Divorced,0,2024-05-29,10,14000.5,17,1,1,1,111,Lost,60+
CUST10497,Shalv Bose,qzacharia@bansal.com,Male,53,Mumbai,Single,4,2024-05-28,3,26715.21,20,1,2,4,124,Lost,45-60
CUST10498,Dhruv Vyas,biju36@sanghvi-dewan.com,Not Disclosed,32,Pune,Divorced,1,2023-05-29,68,24983.58,28,4,5,4,454,Champions,30-45
CUST10499,Yuvraj  Baria,kakaralisha@yahoo.com,Not Disclosed,24,Kolkata,Single,2,2021-06-05,39,24403.17,34,3,5,4,354,Loyal Customers,<30
CUST10500,Aayush Zachariah,yuvraj-sinha@saxena.com,Female,44,Pune,Divorced,1,2022-09-17,20,19431.67,20,2,2,2,222,New Customers,30-45
CUST10501,Amani Wali,rati94@dubey.info,Male,43,Jaipur,Widowed,3,2024-04-06,8,24102.59,24,1,3,3,133,At Risk,30-45
CUST10502,Reyansh Buch,anay24@dada.org,Not Disclosed,65,Pune,Married,1,2020-10-18,427,16877.14,13,5,1,1,511,Others,60+
CUST10503,Kartik Barad,aniruddh32@chahal.org,Female,26,Lucknow,Married,0,2022-09-05,52,32895.08,27,4,4,5,445,Champions,<30
CUST10504,Aarav Tandon,nehmat24@baria.com,Male,74,Pune,Married,0,2022-07-13,54,18183.96,23,4,3,2,432,Potential Loyalists,60+
CUST10505,Inaaya  Bir,rohanthaker@hotmail.com,Male,45,Mumbai,Widowed,0,2022-03-06,37,29488.329999999998,23,3,3,5,335,Loyal Customers,30-45
CUST10506,Elakshi Bedi,oiyengar@aurora.info,Female,53,Chennai,Divorced,1,2021-02-01,76,22851.21,23,4,3,3,433,Loyal Customers,45-60
CUST10507,Ritvik Saran,lgour@gmail.com,Female,49,Pune,Divorced,2,2023-04-21,68,24291.75,22,4,2,3,423,Potential Loyalists,45-60
CUST10508,Ela Shan,adahsarkar@chaudhary.info,Female,59,Lucknow,Widowed,1,2022-08-09,96,24280.63,25,5,4,3,543,Loyal Customers,45-60
CUST10509,Nirvaan Thakur,darshit03@gandhi-shan.biz,Female,29,Delhi,Widowed,0,2021-07-17,60,23895.11,22,4,2,3,423,Potential Loyalists,<30
CUST10510,Amira Wable,arnav34@gmail.com,Male,47,Delhi,Single,1,2022-06-27,59,44367.33,30,4,5,5,455,Champions,45-60
CUST10511,Vedika Sidhu,shaanbehl@gmail.com,Female,70,Pune,Divorced,2,2024-02-02,7,27033.89,26,1,4,4,144,At Risk,60+
CUST10512,Kiaan Sekhon,romiltandon@yahoo.com,Female,53,Lucknow,Widowed,1,2024-04-09,46,19954.23,17,4,1,2,412,Others,45-60
CUST10513,Mehul Atwal,ryan21@ghosh.com,Not Disclosed,43,Jaipur,Married,0,2023-05-19,9,22078.86,21,1,2,3,123,Lost,30-45
CUST10514,Ayesha Kari,kismatgill@barman.com,Not Disclosed,30,Lucknow,Married,0,2023-07-13,23,16999.03,18,2,1,1,211,New Customers,<30
CUST10515,Hiran Shenoy,wraj@gmail.com,Female,75,Lucknow,Single,1,2021-05-31,11,18359.62,20,1,2,2,122,Lost,60+
CUST10516,Zaina Varghese,rati55@yahoo.com,Male,40,Chennai,Divorced,2,2020-09-24,53,22987.87,26,4,4,3,443,Loyal Customers,30-45
CUST10517,Farhan Hari,bhavin87@yahoo.com,Not Disclosed,73,Kolkata,Married,2,2024-04-29,87,33278.66,29,5,5,5,555,Champions,60+
CUST10518,Samar Tiwari,jmannan@hotmail.com,Female,32,Chennai,Widowed,4,2020-10-18,151,24997.65,23,5,3,4,534,Loyal Customers,30-45
CUST10519,Diya Bail,kartik53@hotmail.com,Female,60,Bangalore,Single,1,2021-07-06,235,23211.21,19,5,1,3,513,Others,45-60
